Código,Nombre,Unidad,Familia,Subfamilia,Especialista,Iva,Activo,Servicio
47,"MANGUERA 1 1/2"" X 65"" 3000 PSI EXT.CRIMP. M-M.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
48,"ABRAZADERA OMEGA 2"".",PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
49,"CURVA CONDUIT 90° PVC 1"".",PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
50,"CURVA CONDUIT 90° PVC 2"".",PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
51,"TUBO CONDUIT PVC 2"".",PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
52,PAQUETE DE 500 HOJAS BLANCAS.,PAQUETE,PAPELERIA,GENERICO,NO,SI,SI,NO
53,"CONDULET T 1"".",PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
54,FAJA ELASTICA GRANDE..,PIEZA,EPP,GENERICO,NO,SI,SI,NO
55,FAJA ELASTICA CHICA.,PIEZA,EPP,GENERICO,NO,SI,SI,NO
56,FAJA ELASTICA MEDIANA.,PIEZA,EPP,GENERICO,NO,SI,SI,NO
57,TAPONES AUDITIVOS.,PAR,EPP,GENERICO,NO,SI,SI,NO
58,PETO DE CARNAZA..,PIEZA,EPP,GENERICO,NO,SI,SI,NO
59,24MP-24FPX.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
60,"ABRAZADERA 1/2"" COMPLETA TIPO ""U"".",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
61,"CONDULET LL 1/2"".",PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
62,"CONECTOR GLANDULA 1/2""..",PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
63,"REDUCCION BUSHING 2 1/2""-2"" #3000.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
64,"REDUCCION BUSHING 2""-1 1/2"" #3000.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
65,"TUBO CONDUIT PVC 1/2"".",PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
66,"TUBO HONEADO 5 3/4"" X 5"" X 180"".",PIEZA,MAQUINADO,GENERICO,NO,SI,SI,NO
67,LEG EXTENSION VTM 19 393 LE 01.,PIEZA,PRODUCTO TERMINADO,GENERICO,NO,SI,SI,NO
68,AQ - 8000 TEFLON BRONCE.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
69,AQ - 5000 TEFLON BRONCE.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
70,B. UP RING - NBR /BU 2.250 X 2.500 (228).,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
71,B. UP RING - NBR /BU 3.500 X 3.250.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
72,B. UP RING - NBR /BU 4.750 X 5.000.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
73,F-4 4.750-5.000-0.250 MAQ. EN TEFLON BRONCE.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
74,MOTOCARRO 150 CC LRYHCKZ03K0410419.,PIEZA,PRODUCTO TERMINADO,GENERICO,NO,SI,SI,NO
75,O'RING - NBR 70 / OR 1.500 X 1.750 X 0.139 (222).,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
76,O'RING - NBR 70 / OR 2.250 X 2.500 X 0.139 (228).,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
77,O'RING - NBR 70 / OR 2.750 X 3.000 X 0.139 (232).,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
78,O'RING - NBR 70 /OR 3.500 X 3.750 X 0.139 (238).,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
79,MOTOCARRO 150 CC ROJO LRYHCKZ05L0403991.,PIEZA,PRODUCTO TERMINADO,GENERICO,NO,SI,SI,NO
80,O'RING - NBR 70 / OR 4.750 X 5.000 X 0.139 (248).,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
81,O'RING - NBR 70 / OR 5.000 x 5.250 x 0.139 (250).,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
82,O'RING - NBR 70 / OR 7.000 X 7.500 X 0.275.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
83,O'RING - NBR 70 / OR 7.750 X 8.000 X 0.139.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
84,O'RING - NBR 70 / OR 7.500 X 8.000 X 0.275.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
85,O'RING - NBR 70 / OR 8.000 X 8.250 X 0.139 (266).,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
86,R. WIPER - AU/STEEL/RW 1.500 X 2.000 X 0.312.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
87,R. WIPER - AU/STEEL/RW 2.000 X 2.500 X 0.312.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
88,R/P SEAL - AU/NBR/RP 1.500 X 1.875 X 0.375 (SKF).,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
89,R/P SEAL - AU/NBK/RP 1.500 X 1.875 X 0.375 CON O'RING DE 3MM..,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
90,R/P SEAL - AU/NBR/RP 1.500 X 2.125 X 0.375 (SKF).,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
91,R/P SEAL - AU/NBR/RP 2.000 X 2.375 X 0.375.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
92,R/P SEAL - AU/NBR/RP 2.000 X 2.625 X 0.375.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
93,BANDA DE DESGASTE 3.500 X 1.000 X 0.125.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
94,BANDA DE DESGASTE 5.000 X 0.750 X 0.125.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
95,BANDA DE DESGASTE 5.000 X 1.000 X 0.125..,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
96,BANDA DE DESGASTE 8.000 X 0.750 X 0.125.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
97,F-4 3.250-3.500-0.250 MAQ. EN TEFLON BRONCE.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
98,O'RING - NBR 70 / OR 6.000 X 6.500 X 0.250 (437).,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
99,TRAPO INDUSTRIAL.,KG,CONSUMIBLE,GENERICO,NO,SI,SI,NO
100,"DISCO DE CORTE 1/16 DE 4 1/2"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
101,DIESEL.,LTS,CONSUMIBLE,GENERICO,NO,SI,SI,NO
102,MASCARILLA DESECHABLE ,PIEZA,EPP,GENERICO,NO,SI,SI,NO
103,ARENA DE RIO,m3,CONSUMIBLE,GENERICO,NO,SI,SI,NO
104,"ARANDELA PLANA 3/8"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
105,LIJA #80.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
106,"RONDANA DE PRESION 1/2"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
107,"MINIPULIDOR DEWALT 4 1/2"" 900W 12000RPM DWE4120-B3.",PIEZA,HERRAMIENTA,GENERICO,NO,SI,SI,NO
108,"TUERCA HEX. 1/2"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
109,"RONDANA DE PRESION 3/8"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
110,GUANTES DE NITRILO.,PAR,EPP,GENERICO,NO,SI,SI,NO
111,"PIEDRA DE DESBASTE TIPO COPA 5"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
112,LIJA #220.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
113,"CINTA TEFLON 1/2"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
114,CO2.,PIEZA,GASES,GENERICO,NO,SI,SI,NO
115,CRISTAL CLARO.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
116,"BURIL DE PUNTA 1/2"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
117,"ARANDELA PLANA 1/2"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
118,"CARDA CIRCULAR 4"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
119,"BURIL IZQUIERDO 1/2"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
120,"CARDA TIPO COPA 3"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
121,PUNTA DE CONTACTO 0.045.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
122,"GATO MEC. RAM (2,000 LBS ) LARGO ABATIBLE C/ BASE.",PIEZA,EPP,GENERICO,NO,SI,SI,NO
123,"DISCO DE CORTE 14"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
124,"ARANDELA PLANA 5/16"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
125,"BURIL DERECHO 1/2"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
126,"ARANDELA PLANA 3/4"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
127,"RONDANA DE PRESION 5/8"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
128,FERRULE 20GS1F-2.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
129,MARCADOR DE METAL BLANCO.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
130,LIJA #600.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
131,"RONDANA DE PRESION 3/4"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
132,"REDONDO 3/4"".",PIEZA,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
133,"RONDANA DE PRESION 1"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
134,RESPIRADOR MEDIA CARA 3M.,PIEZA,EPP,GENERICO,NO,SI,SI,NO
135,CEPILLO DE ALAMBRE.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
136,"REDONDO 3/4"" A-36.",PIEZA,MAQUINADO,GENERICO,NO,SI,SI,NO
137,"RIN 22 1/2"".",PIEZA,REFACCIONES,GENERICO,NO,SI,SI,NO
138,SILICON BLANCO.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
139,"TORNILLO HEX. 3/8"" X 1 1/2"" GALV. G5..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
140,"TUERCA HEX. 1"" GALV. 2H.",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
141,PLUMON PERMANENTE NEGRO.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
142,997,PIEZA,ACCESORIOS,GENERICO,NO,SI,SI,NO
143,BLOCK MANIFOLD.,PIEZA,ACCESORIO CRITICO,GENERICO,NO,SI,SI,NO
144,20GS-20FJX.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
145,"FLAPPER CON VASTAGO 1"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
146,4MP-4FPX.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
147,4MP-4FPX90..,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
148,32MP-32MP.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
149,ACABADO RA-28 GRIS PYROLAC.,PIEZA,RECUBRIMIENTO,GENERICO,NO,SI,SI,NO
150,ADAPTADOR PARA CASCO UNIVERSAL.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
151,20GSP-20MP.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
152,24GSP-24MP.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
153,"RONDANA DE PRESION 9/16"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
154,MICROALAMBRE TUBULAR 0.045.,ROLLO,CONSUMIBLE,GENERICO,NO,SI,SI,NO
155,"FLANGE 1 1/2"" COD. 61.",PIEZA,ACCESORIOS,GENERICO,NO,SI,SI,NO
156,FERRULE 24GSP1F-2.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
157,"TUBO LICUATITE 1/2"".",MTS,ELECTRICO,GENERICO,NO,SI,SI,NO
158,"PIJA AUTOTALADRABLE 1/4"" X 1"".",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
159,"REDONDO 1/2"".",PIEZA,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
160,CRISTAL OSCURO N°12.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
161,"CONECTOR LICUATITE 1/2"".",PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
162,"ARANDELA PLANA 5/8"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
163,PLATO ESPACIADOER PARA MOTOR VORDTEC.,PIEZA,ACCESORIO CRITICO,GENERICO,NO,SI,SI,NO
164,LIQUIDO REVELADOR.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
165,FILTRO PARA MASCARILLA MEDIA CARA 3M.,PAR,CONSUMIBLE,GENERICO,NO,SI,SI,NO
166,"REDONDO 1/2"" A-36.",PIEZA,MAQUINADO,GENERICO,NO,SI,SI,NO
167,"ARANDELA PLANA 1"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
168,"BURIL IZQUIERDO 3/8"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
169,CABLE MULTICONDUCTOR USO RUDO 2*16.,MTS,ELECTRICO,GENERICO,NO,SI,SI,NO
170,"TORNILLO ALLEN 3/8"" X 1"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
171,"TORNILLO HEX. 1/2"" X 2"" GALV. G5.",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
172,ROLLO DE EMPLAYE.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
173,ACABADO RA-28 BLANCO.,PIEZA,RECUBRIMIENTO,GENERICO,NO,SI,SI,NO
174,DESENGRASANTE.,LTS,CONSUMIBLE,GENERICO,NO,SI,SI,NO
175,"FRESA DE CARBURO TUNGSTENO 1/4"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
176,LIQUIDO LIMPIADOR.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
177,6MP-6FPX90.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
178,"TORNILLO HEX. 9/16"" X 2"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
179,MOTOR VORTEC 4.3 L..,PIEZA,ACCESORIO CRITICO,GENERICO,NO,SI,SI,NO
180,CILINDRO 5X4X120 VDC 115  101 16C9.,PIEZA,MANTENIMIENTO,GENERICO,NO,SI,SI,NO
181,TRANSFER CASE DANA SPICER 792.,PIEZA,ACCESORIO CRITICO,GENERICO,NO,SI,SI,NO
182,BOMBA DE CAUDAL VARIABLE.,PIEZA,ACCESORIO CRITICO,GENERICO,NO,SI,SI,NO
183,"ANGULO 4"" X 4"" X 1/4"".",PIEZA,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
184,LAMINA PINTRO CAL. 26 X 20 FT.,PIEZA,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
185,"BARRA SOLIDA DE BRONCE SAE 64 ØEXT. 4"".",IN,MAQUINADO,GENERICO,NO,SI,SI,NO
186,COPLE SCHMIDT OFFSET.,PIEZA,ACCESORIO CRITICO,GENERICO,NO,SI,SI,NO
187,P175/70R13 TORNEL TURBO 82T TL 10T53170..,PIEZA,REFACCIONES,GENERICO,NO,SI,SI,NO
188,BALERO 22320-E.,PIEZA,RODAMIENTOS,GENERICO,NO,SI,SI,NO
189,"TUBO HONEADO 8"" X 8 3/4"" X 88"".",PIEZA,MAQUINADO,GENERICO,NO,SI,SI,NO
190,"TUBO HONEADO 5 1/2"" X 5"" X 158"".",PIEZA,MAQUINADO,GENERICO,NO,SI,SI,NO
191,"MONTEN 6"" CAL. 14.",PIEZA,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
192,"PTR 2 1/2"" X 2 1/2"" X 3/16"".",PIEZA,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
193,SOLUBLE.,LTS,CONSUMIBLE,GENERICO,NO,SI,SI,NO
194,PRIMARIO RP-6 ROJO PYROLAC.,KIT,RECUBRIMIENTO,GENERICO,NO,SI,SI,NO
195,ACEITE PARA TREN DE FUERZA 9X8469.,LTS,COMBUSTIBLE,GENERICO,NO,SI,SI,NO
196,"BARRA CROMADA ENDURECIDA 1045 Ø1 1/2 X 163"".",PIEZA,MAQUINADO,GENERICO,NO,SI,SI,NO
197,TUBO 1 1/2 CED. 80 ACERO CARBON S/C.,PIEZA,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
198,"TUBO HONEADO 8 3/4"" X 8"" X 170"".",PIEZA,MAQUINADO,GENERICO,NO,SI,SI,NO
199,"MOTOR PARA RAM 4000, MOTOR S.7 MODELO 2005.",PIEZA,MANTTO. AUTOMOTRIZ,GENERICO,NO,SI,SI,NO
200,BABIT FUNDIDO MAGNOLIA.,KG,MAQUINADO,GENERICO,NO,SI,SI,NO
201,FILTRO DONALDSON  K070249.,PIEZA,ACCESORIOS,GENERICO,NO,SI,SI,NO
202,"MANGUERA 3/4"" 3000 PSI.",MTS,HIDRAULICO,GENERICO,NO,SI,SI,NO
203,"TUBO HONEADO 4"" X 3 1/2"" X 163 1/2"".",PIEZA,MAQUINADO,GENERICO,NO,SI,SI,NO
204,"REDUCCION BUSHING 1"" - 3/4"".",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
205,"VALVULA DE BOLA 3/4"" #300.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
206,"PTR 2"" X 2"" X 3/16"".",PIEZA,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
207,"MANGUERA 1 1/2"" X 80"" 3000 EXTREM. CRIMP M-M NPT.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
208,RETRACTIL PARA CABLE DE TIERRA.,PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
209,"PLACA 3/16"" X 4FT X 5FT.",PIEZA,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
210,VALVULA PLUG SERIE :10000 WP P/N M.2023.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
211,"CHAROLA ELECTRICA 6"".",PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
212,INDICADOR DE NIVEL DE ACEITE L150.,PIEZA,ACCESORIOS,GENERICO,NO,SI,SI,NO
213,"PLACA 1/2"" 3FT X 6FT A-36.",KG,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
214,"PLACA 1/2"" | A-572.",KG,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
215,"VALVULA DE BOLA 1"" #3000.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
216,"VALVULA DE BOLA 2 1/2"" #400.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
217,"VALVULA DE PRESION Y VACIO 4"".",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
218,"BARRA CROMADA ENDURECIDA DE AISI 1045 DE 2,500"" ØEXTERIOR POR 181"" DE LONGITUD.",PIEZA,MAQUINADO,GENERICO,NO,SI,SI,NO
219,"PLACA 1/8"".",KG,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
220,"PTR 3"" X 1/4"".",PIEZA,ESTRUCTURAL,GENERICO,NO,SI,SI,NO
221,"BARRA BRONCE SAE 64 | Ø4"" X 3 LG..",PIEZA,MAQUINADO,GENERICO,NO,SI,SI,NO
222,"MANGUERA 1 1/2"" X 110"" 3000 PSI EXT. CRIMP. M-M.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
223,"MANGUERA 1 1/2"" 3000 PSI.",MTS,HIDRAULICO,GENERICO,NO,SI,SI,NO
224,"INDICADOR DE TEMPERATURA 20T-250-10 1/2"".",PIEZA,ACCESORIOS,GENERICO,NO,SI,SI,NO
225,ACABADO RA-28 AZUL.,KIT,RECUBRIMIENTO,GENERICO,NO,SI,SI,NO
226,BANDA DE DESGASTE 8.000 X 1.000 X 0.125.,PIEZA,SELLOS,GENERICO,NO,SI,SI,NO
227,PORTASELLOS.,PIEZA,PRODUCTO TERMINADO,GENERICO,NO,SI,SI,NO
228,16MP-16FPX90.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
229,"TUERCA HEX. 1/4"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
230,"TUERCA HEX. 5/8"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
231,16G-16MP.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
232,16MP-16MP.,PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
233,"COPLE ROSCADO 1"" #3000.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
234,"COPLE ROSCADO 1/2"" #3000.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
235,"MONITOR FUNDIDO 1/2"".",PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
236,"VALVULA DE AGUJA 3/8"" #3000.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
237,"CINTA MASKING 2"".",PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
238,"ARANDELA PLANA 9/16"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
239,PIEDRA SINTERIZADA PARA ENCENDEDOR.,PIEZA,CONSUMIBLE,GENERICO,NO,SI,SI,NO
240,"MD COPLE ROSCADO 2"" #3000.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
241,"COPLE ROSCADO 3/4"" #3000.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
242,DEFLECTOR.,PIEZA,PRODUCTO TERMINADO,GENERICO,NO,SI,SI,NO
243,"CONDULET T 1/2"" CON TAPA.",PIEZA,ELECTRICO,GENERICO,NO,SI,SI,NO
244,"COPLE ROSCADO 3/8"" #3000.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
245,"COPLE ROSCADO 1/4"" #3000.",PIEZA,HIDRAULICO,GENERICO,NO,SI,SI,NO
246,"TUERCA HEX. 5/16"" GALV..",PIEZA,TORNILLERIA,GENERICO,NO,SI,SI,NO
